index,Order_Id,Cust ID,Gender,Age,Date,Status,Channel ,SKU,Category,Size,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B
5249,406-2476751-7029117,2476751,Female,44,04-07-2022,Delivered,Myntra,SET343-KR-NP-XS,Set,XS,1,INR,899,RAIRANGPUR,ODISHA,757043,IN,False
5250,406-3959339-7653918,3959339,Female,23,04-07-2022,Delivered,Others,SET397-KR-NP  -M,Set,M,1,INR,969,SHILLONG,MEGHALAYA,793004,IN,False
5251,405-6729524-4712366,6729524,Female,30,04-07-2022,Delivered,Myntra,SET304-KR-DPT-XS,Set,XS,1,INR,1115,GURUGRAM,HARYANA,122001,IN,False
5252,406-0898408-8950737,898408,Female,26,04-07-2022,Cancelled,Amazon,JNE3721-KR-XL,kurta,XL,1,INR,292,GUNDLUPET,KARNATAKA,571111,IN,False
5253,406-0898408-8950737,898408,Female,38,04-07-2022,Delivered,Ajio,JNE3611-KR-L,kurta,L,1,INR,349,BENGALURU,KARNATAKA,560066,IN,False
5254,171-4590671-2349142,4590671,Female,42,04-07-2022,Delivered,Amazon,SET374-KR-NP-L,Set,L,1,INR,589,MUMBAI,MAHARASHTRA,400042,IN,False
5255,404-8722930-9674709,8722930,Female,33,04-07-2022,Delivered,Ajio,J0113-TP-XXXL,Top,3XL,1,INR,540,BENGALURU,KARNATAKA,560016,IN,False
5256,171-2538336-7129125,2538336,Female,22,04-07-2022,Delivered,Amazon,MEN5004-KR-XXXL,kurta,3XL,1,INR,484,MUMBAI,MAHARASHTRA,400066,IN,False
5257,405-2655038-0437905,2655038,Female,43,04-07-2022,Delivered,Flipkart,JNE3785-KR-L,kurta,L,1,INR,362,BENGALURU,KARNATAKA,560085,IN,False
5258,402-2032299-0071554,2032299,Female,39,04-07-2022,Delivered,Myntra,BL103-L,Blouse,L,1,INR,665,KANNUR,KERALA,670001,IN,False
5259,402-2032299-0071554,2032299,Male,25,04-07-2022,Delivered,Flipkart,SAR029,Saree,Free,1,INR,497,MUSABANI,JHARKHAND,832104,IN,False
5260,407-6359554-4272303,6359554,Female,50,04-07-2022,Delivered,Flipkart,JNE3364-KR-1051-A-XS,kurta,XS,1,INR,376,HYDERABAD,TELANGANA,500005,IN,False
5261,407-0684611-6098758,684611,Female,72,04-07-2022,Delivered,Flipkart,SET268-KR-NP-L,Set,L,1,INR,698,BENGALURU,KARNATAKA,560084,IN,False
5262,403-5695808-9097908,5695808,Male,36,04-07-2022,Delivered,Myntra,SAR004,Saree,Free,1,INR,653,GURGAON,HARYANA,122002,IN,False
5263,171-4683553-3249941,4683553,Male,72,04-07-2022,Delivered,Flipkart,J0208-DR-XXXL,Western Dress,3XL,1,INR,721,BENGALURU,KARNATAKA,560035,IN,False
5264,408-7819804-3741113,7819804,Female,62,04-07-2022,Delivered,Ajio,SET268-KR-NP-XS,Set,XS,1,INR,698,Mumbai,MAHARASHTRA,400063,IN,False
5265,171-8567006-5529155,8567006,Female,36,04-07-2022,Delivered,Nalli,JNE3836-KR-L,kurta,L,1,INR,627,Kolkata,WEST BENGAL,700028,IN,False
5266,408-5849013-7573930,5849013,Female,24,04-07-2022,Delivered,Amazon,JNE3515-KR-L,kurta,L,1,INR,469,HYDERABAD,TELANGANA,500038,IN,False
5267,408-5284559-4221137,5284559,Female,49,04-07-2022,Returned,Flipkart,JNE3501-KR-XXL,kurta,XXL,1,INR,380,Madipakam CHENNAI,TAMIL NADU,600091,IN,False
5268,408-5284559-4221137,5284559,Female,19,04-07-2022,Returned,Amazon,JNE3465-KR-M,kurta,M,1,INR,491,MUMBAI,MAHARASHTRA,400024,IN,False
5269,408-9916211-0240357,9916211,Male,30,04-07-2022,Delivered,Nalli,SAR017,Saree,Free,1,INR,376,BENGALURU,KARNATAKA,560068,IN,False
5270,407-1935006-7550701,1935006,Female,61,04-07-2022,Delivered,Myntra,JNE3787-KR-S,kurta,S,1,INR,487,ALLAHABAD,UTTAR PRADESH,211012,IN,False
5271,407-1219823-5804330,1219823,Female,39,04-07-2022,Delivered,Amazon,NW037-TP-SR-L,Set,L,1,INR,449,Dombivili,MAHARASHTRA,421201,IN,False
5272,407-1219823-5804330,1219823,Female,70,04-07-2022,Delivered,Nalli,PJ0096-KR-N-6XL,kurta,6XL,1,INR,688,MANGALURU,KARNATAKA,575006,IN,False
5273,405-2468142-0974730,2468142,Female,50,04-07-2022,Delivered,Amazon,SET335-KR-NP-S,Set,S,1,INR,771,SAHARANPUR,UTTAR PRADESH,247001,IN,False
5274,407-0610066-8351558,610066,Male,36,04-07-2022,Delivered,Flipkart,SAR003,Saree,Free,1,INR,643,HOWRAH,WEST BENGAL,711103,IN,False
5275,402-1460164-7230703,1460164,Male,44,04-07-2022,Delivered,Amazon,SAR029,Saree,Free,1,INR,1140,ALLAHABAD,UTTAR PRADESH,211016,IN,False
5276,404-0296972-9468312,296972,Male,32,04-07-2022,Delivered,Myntra,SAR023,Saree,Free,1,INR,999,DIMAPUR,NAGALAND,797112,IN,False
5277,407-7727445-5977926,7727445,Male,68,04-07-2022,Delivered,Amazon,J0335-DR-XL,Western Dress,XL,1,INR,940,VADODARA,GUJARAT,390007,IN,False
5278,405-6847315-6698743,6847315,Female,36,04-07-2022,Delivered,Amazon,SET392-KR-NP-S,Set,S,1,INR,799,Zirakpur,PUNJAB,140604,IN,False
5279,408-8012563-5035524,8012563,Female,31,04-07-2022,Refunded,Amazon,JNE1951-KR-155-XXL,kurta,XXL,1,INR,368,BOLPUR,WEST BENGAL,731204,IN,False
5280,171-6777028-2002710,6777028,Female,73,04-07-2022,Delivered,Amazon,JNE3702-KR-XXL,kurta,XXL,1,INR,325,CHENNAI,TAMIL NADU,600118,IN,False
5281,407-9179859-3377966,9179859,Female,44,04-07-2022,Delivered,Meesho,SET128-KR-DH-XL,Set,XL,1,INR,921,NAGARI,ANDHRA PRADESH,517590,IN,False
5282,407-0359730-4469142,359730,Male,45,04-07-2022,Returned,Others,JNE3797-KR-L,Western Dress,L,1,INR,735,PRODDATUR,ANDHRA PRADESH,516360,IN,False
5283,406-5917666-0987513,5917666,Female,46,04-07-2022,Delivered,Amazon,J0376-SKD-XXXL,Set,3XL,1,INR,999,VADODARA,GUJARAT,390008,IN,False
5284,407-2972384-3719563,2972384,Male,43,04-07-2022,Delivered,Others,SAR011,Saree,Free,1,INR,635,BENGALURU,KARNATAKA,560003,IN,False
5285,405-3765193-4412350,3765193,Female,29,04-07-2022,Delivered,Myntra,MEN5022-KR-XL,kurta,XL,1,INR,533,BANGALORE,KARNATAKA,560094,IN,False
5286,405-7216747-4237116,7216747,Female,22,04-07-2022,Delivered,Nalli,J0213-TP-XXXL,Top,3XL,1,INR,599,NOIDA,UTTAR PRADESH,201305,IN,False
5287,407-9535283-5196369,9535283,Female,65,04-07-2022,Delivered,Myntra,JNE3405-KR-XXXL,kurta,3XL,1,INR,399,BAREILLY,UTTAR PRADESH,243122,IN,False
5288,405-1867676-5889918,1867676,Female,63,04-07-2022,Delivered,Myntra,J0190-TP-S,Top,S,1,INR,360,NOIDA,UTTAR PRADESH,201301,IN,False
5289,403-0040533-6155556,40533,Female,41,04-07-2022,Delivered,Flipkart,JNE3439-KR-M,kurta,M,1,INR,399,VISAKHAPATNAm,ANDHRA PRADESH,530026,IN,False
5290,405-3701168-7621159,3701168,Male,31,04-07-2022,Returned,Amazon,JNE3797-KR-XL,Western Dress,XL,1,INR,735,HYDERABAD,TELANGANA,500008,IN,False
5291,171-9052160-1177909,9052160,Male,44,04-07-2022,Returned,Myntra,JNE3797-KR-M,Western Dress,M,1,INR,735,BENGALURU,KARNATAKA,560067,IN,False
5292,404-2275427-3685113,2275427,Male,60,04-07-2022,Delivered,Myntra,SAR012,Saree,Free,1,INR,1099,Haldwani,UTTARAKHAND,263139,IN,False
5293,408-6942114-7205166,6942114,Female,22,04-07-2022,Delivered,Meesho,BL086-L,Blouse,L,1,INR,518,NEYYATTINKARA,KERALA,695121,IN,False
5294,406-8099750-4815562,8099750,Male,34,04-07-2022,Returned,Myntra,J0308-DR-L,Western Dress,L,1,INR,625,PUNE,MAHARASHTRA,411021,IN,False
5295,408-2247769-3541943,2247769,Female,28,04-07-2022,Delivered,Ajio,J0386-KR-M,kurta,M,1,INR,967,PATNA,BIHAR,800013,IN,False
5296,407-8167872-1401104,8167872,Female,35,04-07-2022,Delivered,Myntra,BL015-63PINK,Blouse,Free,1,INR,379,BEGUSARAI,BIHAR,851117,IN,False
5297,404-4033600-2701953,4033600,Female,35,04-07-2022,Delivered,Myntra,BL099-XXL,Blouse,XXL,1,INR,665,BENGALURU,KARNATAKA,560028,IN,False
5298,404-4033600-2701953,4033600,Female,24,04-07-2022,Delivered,Meesho,BL098-L,Blouse,L,1,INR,280,GOBRA NAWAPARA,CHHATTISGARH,493885,IN,False
5299,171-8185719-8822711,8185719,Male,47,04-07-2022,Returned,Myntra,JNE3797-KR-M,Western Dress,M,1,INR,771,BENGALURU,KARNATAKA,560017,IN,False
5300,403-2242337-1507541,2242337,Male,62,04-07-2022,Delivered,Myntra,SAR001,Saree,Free,1,INR,916,ITANAGAR,ARUNACHAL PRADESH,791111,IN,False
5301,171-8584413-8043553,8584413,Female,21,04-07-2022,Returned,Flipkart,J0003-SET-M,Set,M,1,INR,654,BENGALURU,KARNATAKA,560093,IN,False
5302,407-2142256-5217135,2142256,Male,31,04-07-2022,Returned,Flipkart,JNE3800-KR-A-M,Western Dress,M,1,INR,725,KATHGODAM,UTTARAKHAND,263126,IN,False
5303,404-2292614-1527525,2292614,Male,40,04-07-2022,Delivered,Flipkart,SAR015,Saree,Free,1,INR,435,TIRUCHIRAPPALLI,TAMIL NADU,620007,IN,False
5304,403-7667704-8705107,7667704,Female,45,04-07-2022,Delivered,Ajio,JNE3437-KR-S,kurta,S,1,INR,517,HYDERABAD,TELANGANA,500030,IN,False
5305,402-1170013-5733154,1170013,Female,59,04-07-2022,Delivered,Amazon,JNE3405-KR-M,kurta,M,1,INR,435,sikar,RAJASTHAN,332316,IN,False
5306,404-4227974-7357941,4227974,Female,25,04-07-2022,Returned,Ajio,J0003-SET-S,Set,S,1,INR,664,HOWRAH,WEST BENGAL,711106,IN,False
5307,406-7446039-5582701,7446039,Female,21,04-07-2022,Delivered,Amazon,JNE3781-KR-XS,kurta,XS,1,INR,432,BENGALURU,KARNATAKA,560037,IN,False
5308,406-7487386-3114713,7487386,Female,24,04-07-2022,Delivered,Amazon,JNE3666-TP-M,Top,M,1,INR,299,HYDERABAD,TELANGANA,500084,IN,False
5309,171-0713828-6520364,713828,Female,45,04-07-2022,Delivered,Myntra,J0003-SET-S,Set,S,1,INR,664,Mumbai,MAHARASHTRA,400054,IN,False
5310,404-3515069-7851518,3515069,Female,30,04-07-2022,Delivered,Meesho,JNE3739-KR-XL,kurta,XL,1,INR,459,CHENNAI,TAMIL NADU,600011,IN,False
5311,408-3917436-0533145,3917436,Female,42,04-07-2022,Delivered,Myntra,JNE3528-KR-L,kurta,L,1,INR,319,ALLAHABAD,UTTAR PRADESH,211012,IN,False
5312,408-0225759-5053175,225759,Female,38,04-07-2022,Delivered,Myntra,BL104-M,Blouse,M,1,INR,625,PATNA,BIHAR,800027,IN,False
5313,402-0409777-4133905,409777,Female,38,04-07-2022,Delivered,Myntra,MEN5024-KR-XXL,kurta,XXL,1,INR,475,KOLKATA,WEST BENGAL,700005,IN,False
5314,171-8809912-4827501,8809912,Female,20,04-07-2022,Delivered,Ajio,BL103-M,Blouse,M,1,INR,613,SAGAR,MADHYA PRADESH,470001,IN,False
5315,405-7077539-3955508,7077539,Female,46,04-07-2022,Delivered,Myntra,J0380-SKD-XXL,Set,XXL,1,INR,1438,Port blair,ANDAMAN & NICOBAR ,744103,IN,False
5316,408-7345755-2579534,7345755,Female,53,04-07-2022,Delivered,Myntra,JNE3783-KR-S,kurta,S,1,INR,487,Lucknow,UTTAR PRADESH,226023,IN,False
5317,408-7345755-2579534,7345755,Female,44,04-07-2022,Delivered,Flipkart,JNE3794-KR-XXL,kurta,XXL,1,INR,517,ALLAHABAD,UTTAR PRADESH,211006,IN,False
5318,408-7345755-2579534,7345755,Female,38,04-07-2022,Returned,Myntra,JNE3622-KR-L,kurta,L,1,INR,339,BENGALURU,KARNATAKA,560037,IN,False
5319,408-7345755-2579534,7345755,Female,41,04-07-2022,Delivered,Meesho,JNE3761-KR-XL,kurta,XL,1,INR,301,Chennai,TAMIL NADU,600092,IN,False
5320,402-6643318-3075568,6643318,Male,20,04-07-2022,Returned,Myntra,J0106-KR-M,Western Dress,M,1,INR,999,NEW TOWN,WEST BENGAL,700136,IN,False
5321,406-4870531-6409946,4870531,Male,29,04-07-2022,Delivered,Flipkart,SAR010,Saree,Free,1,INR,549,JABALPUR,MADHYA PRADESH,482001,IN,False
5322,402-8672242-4183533,8672242,Female,41,04-07-2022,Delivered,Ajio,J0002-SKD-S,Set,S,1,INR,1127,VARANASI,UTTAR PRADESH,221002,IN,False
5323,403-9667023-3626708,9667023,Male,46,04-07-2022,Returned,Flipkart,JNE3797-KR-A-S,Western Dress,S,1,INR,725,THIRUVANANTHAPURAM,KERALA,695002,IN,False
5324,405-5112056-7825100,5112056,Female,29,04-07-2022,Delivered,Amazon,JNE3510-KR-S,kurta,S,1,INR,467,AHMADNAGAR,MAHARASHTRA,414003,IN,False
5325,405-7676688-8502752,7676688,Female,52,04-07-2022,Delivered,Nalli,NW030-TP-PJ-XL,Set,XL,1,INR,582,KHARAGPUR,WEST BENGAL,721301,IN,False
5326,403-8919574-3266758,8919574,Female,18,04-07-2022,Delivered,Flipkart,J0002-SKD-XL,Set,XL,1,INR,1115,BURLA,ODISHA,768020,IN,False
5327,404-0695356-7249948,695356,Male,21,04-07-2022,Delivered,Amazon,SAR006,Saree,Free,1,INR,737,SAGAR,MADHYA PRADESH,470002,IN,False
5328,408-7065176-1090740,7065176,Male,25,04-07-2022,Returned,Flipkart,JNE3800-KR-XL,Western Dress,XL,1,INR,735,BENGALURU,KARNATAKA,560082,IN,False
5329,406-8052391-2813115,8052391,Male,35,04-07-2022,Delivered,Flipkart,SAR009,Saree,Free,1,INR,715,VISAKHAPATNAM,ANDHRA PRADESH,530017,IN,False
5330,406-8052391-2813115,8052391,Male,49,04-07-2022,Delivered,Myntra,SAR014,Saree,Free,1,INR,922,PATNA,BIHAR,800010,IN,False
5331,408-2136764-6503541,2136764,Male,67,04-07-2022,Delivered,Amazon,SAR024,Saree,Free,1,INR,299,AURANGABAD,MAHARASHTRA,431001,IN,False
5332,408-2136764-6503541,2136764,Male,36,04-07-2022,Returned,Myntra,JNE3798-KR-L,Western Dress,L,1,INR,771,Basirhat,WEST BENGAL,743422,IN,False
5333,407-5057255-1350762,5057255,Male,27,04-07-2022,Delivered,Others,SAR001,Saree,Free,1,INR,790,HYDERABAD,TELANGANA,500089,IN,False
5334,407-5057255-1350762,5057255,Female,27,04-07-2022,Delivered,Meesho,JNE3690-TU-XS,Top,XS,1,INR,487,MARGAO,GOA,403601,IN,False
5335,171-8102232-6005927,8102232,Female,32,04-07-2022,Delivered,Meesho,JNE3703-KR-S,kurta,S,1,INR,292,NUZVID,ANDHRA PRADESH,521201,IN,False
5336,408-3634751-0639567,3634751,Female,47,04-07-2022,Delivered,Amazon,SET264-KR-NP-XL,Set,XL,1,INR,729,NEW DELHI,DELHI,110019,IN,False
5337,406-9287995-7612306,9287995,Female,37,04-07-2022,Delivered,Amazon,JNE3405-KR-S,kurta,S,1,INR,435,KAPADVANJ,GUJARAT,387620,IN,False
5338,408-5977928-4703568,5977928,Female,72,04-07-2022,Delivered,Myntra,JNE3613-KR-XL,kurta,XL,1,INR,399,Noida,UTTAR PRADESH,201306,IN,False
5339,408-4553421-3240348,4553421,Male,27,04-07-2022,Returned,Ajio,JNE3797-KR-A-S,Western Dress,S,1,INR,725,THRISSUR,KERALA,680012,IN,False
5340,402-2179784-8811554,2179784,Male,58,04-07-2022,Returned,Myntra,JNE3294-KR-M,kurta,M,1,INR,432,COIMBATORE,TAMIL NADU,641014,IN,False
5341,407-8258101-6526720,8258101,Male,24,04-07-2022,Delivered,Flipkart,JNE3690-TU-S,Top,S,1,INR,522,LUCKNOW,UTTAR PRADESH,226025,IN,False
5342,405-3296068-4353154,3296068,Female,52,04-07-2022,Delivered,Flipkart,J0210-DR-M,Ethnic Dress,M,1,INR,837,HYDERABAD,TELANGANA,501301,IN,False
5343,406-4707755-9869964,4707755,Male,39,04-07-2022,Delivered,Myntra,J0395-DR-XXL,Western Dress,XXL,1,INR,859,BENGALURU,KARNATAKA,560102,IN,False
5344,402-0284070-5237902,284070,Female,55,04-07-2022,Delivered,Amazon,J0380-SKD-XL,Set,XL,1,INR,1438,FARIDABAD,HARYANA,121003,IN,False
5345,402-8674315-0475531,8674315,Female,32,04-07-2022,Returned,Amazon,SET288-KR-NP-S,Set,S,1,INR,698,BENGALURU,KARNATAKA,560062,IN,False
5346,402-6582359-6964334,6582359,Male,72,04-07-2022,Delivered,Amazon,J0150-KR-XXL,kurta,XXL,1,INR,399,GREATER NOIDA,UTTAR PRADESH,201310,IN,False
5347,402-6582359-6964334,6582359,Female,58,04-07-2022,Delivered,Myntra,SET278-KR-NP-XXL,Set,XXL,1,INR,1442,MOHALI,PUNJAB,140301,IN,False
5348,407-9827370-2306768,9827370,Female,46,04-07-2022,Delivered,Nalli,J0230-SKD-M,Set,M,1,INR,1349,NAVI MUMBAI,MAHARASHTRA,400702,IN,False
5349,408-0429310-0176336,429310,Male,30,04-07-2022,Returned,Amazon,MEN5025-KR-XL,kurta,XL,1,INR,754,BENGALURU,KARNATAKA,560037,IN,False
5350,171-2506532-7756357,2506532,Male,48,04-07-2022,Returned,Amazon,SAR009,Saree,Free,1,INR,405,Talcher,ODISHA,759116,IN,False
5351,407-0825959-1695543,825959,Female,31,04-07-2022,Delivered,Ajio,J0012-SKD-XL,Set,XL,1,INR,1140,THANE,MAHARASHTRA,400612,IN,False
5352,406-0830410-6501146,830410,Male,69,04-07-2022,Delivered,Flipkart,JNE3797-KR-A-M,Western Dress,M,1,INR,771,PUNE,MAHARASHTRA,412207,IN,False
5353,406-0830410-6501146,830410,Female,23,04-07-2022,Delivered,Amazon,J0230-SKD-L,Set,L,1,INR,1309,NOIDA,UTTAR PRADESH,201307,IN,False
5354,406-6027164-7410730,6027164,Female,36,04-07-2022,Delivered,Nalli,J0041-SET-XS,Set,XS,1,INR,763,TIRUPPUR,TAMIL NADU,641602,IN,False
5355,408-5436438-4967549,5436438,Female,32,04-07-2022,Delivered,Flipkart,JNE3470-KR-S,kurta,S,1,INR,329,UDUPI,KARNATAKA,576104,IN,False
5356,405-9899793-8189160,9899793,Female,19,04-07-2022,Delivered,Flipkart,J0002-SKD-M,Set,M,1,INR,1186,MUMBAI,MAHARASHTRA,400049,IN,False
5357,171-5638960-4355523,5638960,Female,69,04-07-2022,Delivered,Myntra,SET344-KR-NP-XL,Set,XL,1,INR,958,New delhi,delhi,110018,IN,False
5358,403-4029398-0848338,4029398,Male,35,04-07-2022,Delivered,Others,J0396-DR-XXXL,Western Dress,3XL,1,INR,859,BATHINDA,PUNJAB,151001,IN,False
5359,402-5130494-4897103,5130494,Male,65,04-07-2022,Delivered,Flipkart,SAR020,Saree,Free,1,INR,478,DIMAPUR,NAGALAND,797113,IN,False
5360,402-1784142-6988318,1784142,Male,30,04-07-2022,Delivered,Myntra,SAR010,Saree,Free,1,INR,1158,HYDERABAD,TELANGANA,500032,IN,False
5361,406-3699968-2341100,3699968,Female,22,04-07-2022,Delivered,Amazon,SET388-KR-NP-XS,Set,XS,1,INR,1299,HYDERABAD,TELANGANA,500090,IN,False
5362,171-9692242-2455521,9692242,Female,43,04-07-2022,Delivered,Amazon,JNE3568-KR-L,kurta,L,1,INR,399,KOLKATA,WEST BENGAL,700027,IN,False
5363,406-2983182-3649962,2983182,Female,46,04-07-2022,Delivered,Ajio,SET250-KR-SHA-M,Set,M,1,INR,680,BHUSAWAL,MAHARASHTRA,425201,IN,False
5364,403-5841696-3953920,5841696,Male,24,04-07-2022,Delivered,Amazon,SAR023,Saree,Free,1,INR,664,NEW DELHI,DELHI,110092,IN,False
5365,403-2496703-8122715,2496703,Female,34,04-07-2022,Delivered,Amazon,J0164-DR-XL,Ethnic Dress,XL,1,INR,438,NAGPUR,MAHARASHTRA,440009,IN,False
5366,407-7758877-8206716,7758877,Male,77,04-07-2022,Delivered,Amazon,SAR014,Saree,Free,1,INR,788,HYDERABAD,TELANGANA,500082,IN,False
5367,171-6560784-2217934,6560784,Female,71,04-07-2022,Delivered,Flipkart,JNE3399-KR-S,kurta,S,1,INR,426,KOTHAMANGALAM,KERALA,686691,IN,False
5368,171-6560784-2217934,6560784,Female,37,04-07-2022,Delivered,Flipkart,JNE3399-KR-XS,kurta,XS,1,INR,426,MEERUT,UTTAR PRADESH,250001,IN,False
5369,405-2836995-9653122,2836995,Male,20,04-07-2022,Delivered,Amazon,SAR008,Saree,Free,1,INR,533,HYDERABAD,TELANGANA,500018,IN,False
5370,405-4526140-7843532,4526140,Female,72,04-07-2022,Delivered,Amazon,JNE3793-KR-XL,kurta,XL,1,INR,349,PUNE,MAHARASHTRA,411038,IN,False
5371,405-4946208-1928321,4946208,Male,37,04-07-2022,Delivered,Flipkart,SAR012,Saree,Free,1,INR,329,MEDINIPUR,WEST BENGAL,721101,IN,False
5372,403-5013667-6989119,5013667,Female,33,04-07-2022,Delivered,Myntra,BL079-87RED,Blouse,Free,1,INR,429,HYDERABAD,TELANGANA,500039,IN,False
5373,407-0196854-6506770,196854,Female,22,04-07-2022,Delivered,Amazon,SET184-KR-PP-L,Set,L,1,INR,563,Quepem,GOA,403705,IN,False
5374,405-4525866-3233117,4525866,Female,36,04-07-2022,Delivered,Amazon,J0297-TP-M,Top,M,1,INR,499,NOIDA,UTTAR PRADESH,201301,IN,False
5375,407-6135880-8083534,6135880,Female,47,04-07-2022,Delivered,Myntra,SET264-KR-NP-M,Set,M,1,INR,729,VISAKHAPATNAM,ANDHRA PRADESH,530040,IN,False
5376,406-4390368-4916320,4390368,Male,32,04-07-2022,Delivered,Amazon,SAR025,Saree,Free,1,INR,777,JABALPUR,MADHYA PRADESH,482002,IN,False
5377,407-4584871-8124320,4584871,Female,59,04-07-2022,Delivered,Flipkart,JNE3470-KR-XL,kurta,XL,1,INR,501,BENGALURU,KARNATAKA,560038,IN,False
5378,407-2128713-9141159,2128713,Male,21,04-07-2022,Delivered,Ajio,J0207-DR-XL,Western Dress,XL,1,INR,1168,SECUNDERABAD,TELANGANA,500009,IN,False
5379,407-6715117-1698714,6715117,Female,42,04-07-2022,Delivered,Amazon,SET331-KR-NP-XXXL,Set,3XL,1,INR,635,BANGALORE,KARNATAKA,560035,IN,False
5380,405-5510101-0760316,5510101,Female,19,04-07-2022,Delivered,Amazon,SET364-KR-NP-L,Set,L,1,INR,1138,LUCKNOW,UTTAR PRADESH,226025,IN,False
5381,171-1724703-7741908,1724703,Female,33,04-07-2022,Delivered,Meesho,J0336-TP-XXXL,Top,3XL,1,INR,925,CHENNAI,TAMIL NADU,600088,IN,False
5382,171-6669249-3213157,6669249,Female,47,04-07-2022,Delivered,Amazon,JNE3622-KR-M,kurta,M,1,INR,368,PUNE,MAHARASHTRA,411038,IN,False
5383,405-3723179-9315561,3723179,Female,27,04-07-2022,Delivered,Flipkart,J0352-KR-XL,kurta,XL,1,INR,627,PUNE,MAHARASHTRA,411011,IN,False
5384,404-2199008-2967558,2199008,Male,33,04-07-2022,Delivered,Amazon,SAR005,Saree,Free,1,INR,799,TINSUKIA,ASSAM,786126,IN,False
5385,404-1352172-3068327,1352172,Female,32,04-07-2022,Cancelled,Amazon,JNE3405-KR-S,kurta,S,1,INR,435,RANIGANJ,WEST BENGAL,713358,IN,False
5386,407-4693624-9941950,4693624,Female,32,04-07-2022,Delivered,Amazon,J0119-TP-M,Top,M,1,INR,574,Mumbai,MAHARASHTRA,400018,IN,False
5387,406-8670216-6028307,8670216,Female,18,04-07-2022,Delivered,Flipkart,SET269-KR-NP-XS,Set,XS,1,INR,824,CHENNAI,TAMIL NADU,600045,IN,False
5388,407-9662708-4697960,9662708,Female,24,04-07-2022,Delivered,Amazon,SET345-KR-NP-M,Set,M,1,INR,635,KANPUR,UTTAR PRADESH,208001,IN,False
5389,402-3839820-4073118,3839820,Female,35,04-07-2022,Delivered,Meesho,JNE3662-TP-XXL,Top,XXL,1,INR,399,GWALIOR,MADHYA PRADESH,474007,IN,False
5390,405-0335128-2026762,335128,Female,19,04-07-2022,Delivered,Amazon,JNE3785-KR-L,kurta,L,1,INR,362,GUWAHATI,ASSAM,781040,IN,False
5391,404-6673872-9146721,6673872,Male,46,04-07-2022,Delivered,Myntra,SET273-KR-NP-XL,Set,XL,1,INR,612,GHAZIABAD,UTTAR PRADESH,201014,IN,False
5392,404-6673872-9146721,6673872,Female,74,04-07-2022,Delivered,Amazon,SET324-KR-NP-L,Set,L,1,INR,597,MUDBIDRI,KARNATAKA,574227,IN,False
5393,171-2944315-9498707,2944315,Female,27,04-07-2022,Delivered,Ajio,MEN5009-KR-M,kurta,M,1,INR,499,DURGAPUR,WEST BENGAL,713212,IN,False
5394,403-8173283-3264355,8173283,Male,43,04-07-2022,Delivered,Myntra,JNE3860-DR-XL,Western Dress,XL,1,INR,614,GUWAHATI,ASSAM,781024,IN,False
5395,406-8838072-2410723,8838072,Female,34,04-07-2022,Delivered,Meesho,J0290-CD-XXL,Top,XXL,1,INR,534,IMPHAL,MANIPUR,795004,IN,False
5396,404-7813413-0001146,7813413,Female,38,04-07-2022,Delivered,Nalli,JNE3739-KR-XXL,kurta,XXL,1,INR,441,VADODARA,GUJARAT,390020,IN,False
5397,404-3844090-4529115,3844090,Female,23,04-07-2022,Delivered,Amazon,SET364-KR-NP-XXL,Set,XXL,1,INR,1126,KARIMNAGAR,TELANGANA,505001,IN,False
5398,402-3246945-1426737,3246945,Female,33,04-07-2022,Delivered,Amazon,JNE3420-KR-S,kurta,S,1,INR,299,Mandi,HIMACHAL PRADESH,175001,IN,False
5399,406-3270010-5237158,3270010,Male,41,04-07-2022,Delivered,Myntra,SET344-KR-NP-XL,Set,XL,1,INR,872,Greater noida west,UTTAR PRADESH,201301,IN,False
5400,404-4500797-6877154,4500797,Male,34,04-07-2022,Refunded,Meesho,J0153-DR-XS,Western Dress,XS,1,INR,443,NEW DELHI,DELHI,110007,IN,False
5401,408-9970090-8725115,9970090,Female,42,04-07-2022,Delivered,Ajio,JNE3579-KR-M,kurta,M,1,INR,293,BANGALORE,KARNATAKA,560085,IN,False
5402,405-2884796-4089111,2884796,Male,25,04-07-2022,Returned,Amazon,J0002-SKD-L,Set,L,1,INR,1115,NOIDA,UTTAR PRADESH,201304,IN,False
5403,408-2092178-7420339,2092178,Male,60,04-07-2022,Delivered,Ajio,SET264-KR-NP-M,Set,M,1,INR,824,Bengaluru,KARNATAKA,560091,IN,False
5404,406-6786384-1977149,6786384,Female,35,04-07-2022,Delivered,Flipkart,J0301-TP-XL,Top,XL,1,INR,493,COIMBATORE,TAMIL NADU,641016,IN,False
5405,407-9589368-1501130,9589368,Male,20,04-07-2022,Delivered,Amazon,SAR029,Saree,Free,1,INR,824,MUMBAI,MAHARASHTRA,400028,IN,False
5406,407-9589368-1501130,9589368,Male,32,04-07-2022,Delivered,Amazon,SAR025,Saree,Free,1,INR,435,nasik,MAHARASHTRA,422001,IN,False
5407,407-4189564-7889909,4189564,Female,77,04-07-2022,Delivered,Amazon,J0096-KR-M,kurta,M,1,INR,568,BENGALURU,KARNATAKA,560077,IN,False
